council_district,highest_offense_desc,highest_offense,date,location,district,zip,x_coord,y_coord
7,BURGLARY OF VEHICLE,Theft,7-Jun-18,6005 BURNET RD,I,78757,3114905,10095428
9,BURGLARY OF RESIDENCE,Burglary,17-Jun-18,2612 SAN PEDRO ST,B,78705,3113059,10079452
9,AUTO THEFT,Auto Theft,27-Feb-18,502 W 17TH ST,B,78701,3113925,10075237
2,BURGLARY OF VEHICLE,Theft,18-Jun-18,8905 NORWICH CASTLE DR,F,78747,3115463,10027733
9,BURGLARY OF VEHICLE,Theft,20-Mar-18,91 RAINEY ST,G,78701,3115917,10067931
3,THEFT,Theft,30-Mar-18,6306 E RIVERSIDE DR,H,78741,3127258,10055404
1,THEFT BY SHOPLIFTING,Theft,14-May-18,1181 AIRPORT BLVD,C,78721,3128091,10073937
10,BURGLARY OF VEHICLE,Theft,26-Mar-18,7301 SPICEWOOD SPRINGS RD,A,78750,3098164,10120825
3,THEFT,Theft,28-Mar-18,2121 E OLTORF ST,H,78741,3117862,10057044
3,BURGLARY OF VEHICLE,Theft,3-Apr-18,1515 WICKERSHAM LN,H,78741,3122306,10058898
3,AUTO THEFT,Auto Theft,15-May-18,2501 WICKERSHAM LN,H,78741,3120206,10054679
4,ROBBERY BY ASSAULT,Robbery,9-Jun-18,8885 RESEARCH BLVD SVRD NB,E,78758,3120748,10108093
7,THEFT FROM BUILDING,Theft,9-Jun-18,3200 PALM WAY,A,78758,3119483,10119990
9,THEFT,Theft,30-Mar-18,E OLTORF ST / S CONGRESS AVE,D,78704,3111177,10060019
8,THEFT,Theft,3-May-18,6728 VICENZA DR,D,78652,3060474,10033925
5,BURGLARY OF VEHICLE,Theft,4-Apr-18,5738 MANCHACA RD,D,78745,3096748,10050766
3,BURGLARY OF VEHICLE,Theft,3-May-18,2504 HUNTWICK DR,H,78741,3119484,10055306
3,THEFT,Theft,3-May-18,1600 WICKERSHAM LN,H,78741,3122229,10059265
3,BURGLARY OF VEHICLE,Theft,11-Jun-18,510 COLONIAL PARK BLVD,D,78745,3109025,10049653
3,THEFT,Theft,20-Mar-18,1500 FARO DR,H,78741,3123697,10058703
8,THEFT BY SHOPLIFTING,Theft,2-Apr-18,3201 BEE CAVES RD,D,78746,3096165,10072060
4,BURGLARY OF RESIDENCE,Burglary,1-Mar-18,9905 CHUKAR CIR,E,78758,3124340,10110247
3,BURGLARY OF VEHICLE,Theft,21-Jun-18,E 6TH ST / COMAL ST,G,78702,3119488,10069056
7,ROBBERY BY ASSAULT,Robbery,29-May-18,13000 N IH 35 SVRD SB,E,78753,3134503,10124881
9,AGG ASSAULT,Agg Assault,27-Mar-18,1124 S IH 35 SVRD SB,H,78704,3116585,10062615
4,THEFT FROM AUTO,Theft,4-Mar-18,6603 N IH 35 SVRD NB,I,78752,3126380,10092414
2,BURGLARY OF VEHICLE,Theft,14-May-18,6607 S IH 35 SVRD NB,F,78744,3106736,10041724
9,BURGLARY OF VEHICLE,Theft,24-Feb-18,E 7TH ST / TRINITY ST,G,78701,3115529,10070760
7,BURGLARY OF VEHICLE,Theft,27-Feb-18,12138 N LAMAR BLVD,E,78758,3133053,10118644
7,THEFT BY SHOPLIFTING,Theft,25-May-18,10107 RESEARCH BLVD SVRD NB,A,78759,3112263,10116438
4,RAPE,Rape,27-May-18,,E,78758,,
9,THEFT,Theft,10-Mar-18,E CESAR CHAVEZ ST / TRINITY ST,G,78701,3114905,10068704
7,BURGLARY OF VEHICLE,Theft,5-Apr-18,15436 FM 1825 RD,E,78660,3138108,10136667
1,BURGLARY OF VEHICLE,Theft,28-May-18,6907 DUBUQUE LN,I,78723,3137633,10088162
9,BURGLARY OF VEHICLE,Theft,15-Feb-18,115 SANDRA MURAIDA WAY,G,78703,3110432,10070585
10,BURGLARY OF VEHICLE,Theft,9-Apr-18,3600 N CAPITAL OF TEXAS HWY NB,B,78746,3093606,10094441
3,ROBBERY BY ASSAULT,Robbery,17-Mar-18,2237 E RIVERSIDE DR,H,78741,3119795,10060019
2,BURGLARY NON RESIDENCE,Burglary,15-Mar-18,4207 SMITH SCHOOL RD,F,78744,3124282,10045210
2,BREACH OF COMPUTER SECURITY,Theft,9-Apr-18,739 W WILLIAM CANNON DR,F,78745,3100039,10044720
5,THEFT,Theft,30-May-18,4605 PACK SADDLE PASS,D,78745,3097289,10055524
10,BURGLARY NON RESIDENCE,Burglary,7-Apr-18,8176 N MOPAC EXPY SVRD SB,B,78759,3113317,10107146
5,RAPE OF A CHILD,Rape,17-May-18,,F,78748,,
9,THEFT,Theft,5-Mar-18,408 E 6TH ST,G,78701,3115586,10070497
8,THEFT,Theft,13-Feb-18,5800 W SLAUGHTER LN,D,78749,3072565,10045990
7,THEFT,Theft,26-Feb-18,10401 RESEARCH BLVD NB,A,78759,3112432,10117331
1,THEFT,Theft,23-May-18,12151 N IH 35 SVRD NB,E,78753,3135985,10117220
7,BURGLARY NON RESIDENCE,Burglary,18-Apr-18,8716 RESEARCH BLVD SVRD SB,I,78757,3121223,10106033
9,BURGLARY OF VEHICLE,Theft,13-Apr-18,20 S IH 35 SVRD SB,H,78704,3116524,10064408
7,THEFT BY SHOPLIFTING,Theft,24-Feb-18,500 CANYON RIDGE DR,E,78753,3135499,10121165
10,THEFT,Theft,10-Apr-18,5770 N MOPAC EXPY SVRD SB,B,78731,3109806,10096360
10,THEFT BY SHOPLIFTING,Theft,16-Apr-18,7025 VILLAGE CENTER DR,B,78731,3109504,10101310
2,BURGLARY OF VEHICLE,Theft,10-Jun-18,7625 E BEN WHITE BLVD SVRD EB,H,78744,3131137,10052681
9,THEFT OF BICYCLE,Theft,1-Mar-18,601 W MARTIN LUTHER KING JR BLVD,B,78701,3113816,10075846
8,THEFT,Theft,1-Jun-18,7216 W SH 71,D,78735,3072038,10058454
5,BURGLARY OF VEHICLE,Theft,6-Mar-18,8706 DEVINE LN,F,78748,3093220,10039218
5,BURGLARY OF RESIDENCE,Burglary,4-Jun-18,2506 REDLEAF LN,F,78745,3091877,10045539
9,THEFT OF BICYCLE,Theft,2-May-18,2005 WHITIS AVE,B,78705,3114819,10076155
9,BURG NON RESIDENCE SHEDS,Burglary,19-Jun-18,70 RAINEY ST,G,78701,3115582,10067264
9,BURGLARY NON RESIDENCE,Burglary,7-Mar-18,409 COLORADO ST,G,78701,3113850,10070359
2,BURGLARY OF RESIDENCE,Burglary,22-Feb-18,1704 NELMS DR,F,78744,3107921,10043296
7,AUTO THEFT,Auto Theft,11-Jun-18,1216 DEXFORD DR,E,78753,3142030,10119096
9,BURGLARY OF VEHICLE,Theft,16-Feb-18,2414 LONGVIEW ST,B,78705,3111495,10078479
7,THEFT,Theft,20-Apr-18,10707 RESEARCH BLVD SVRD NB,A,78759,3112329,10118243
1,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,4-Mar-18,12041 DESSAU RD,E,78754,3141933,10112339
7,BURGLARY OF VEHICLE,Theft,25-Apr-18,11600 ALTERRA PKWY,A,78758,3120323,10119502
2,THEFT BY SHOPLIFTING,Theft,6-Jun-18,8101 SALT SPRINGS DR,F,78747,3114389,10030984
5,BURGLARY OF VEHICLE,Theft,10-Mar-18,2613 S LAMAR BLVD,D,78704,3103004,10062150
9,THEFT,Theft,11-Mar-18,200 LAVACA ST,G,78701,3113125,10069731
7,BURGLARY OF VEHICLE,Theft,20-Apr-18,3400 PALM WAY,A,78758,3118942,10120313
3,THEFT,Theft,21-Apr-18,2508 E RIVERSIDE DR,H,78741,3120958,10059176
4,AUTO THEFT,Auto Theft,28-May-18,10300 GOLDEN MEADOW DR,E,78758,3123261,10111833
6,THEFT,Theft,17-Mar-18,14028 N US 183 HWY SVRD SB,A,78613,3093585,10146428
9,THEFT OF BICYCLE,Theft,13-Jun-18,800 W 38TH ST,B,78751,3114440,10084086
9,BURGLARY OF VEHICLE,Theft,11-Mar-18,600 W 7TH ST,G,78701,3112582,10071761
2,BURGLARY OF VEHICLE,Theft,17-Jun-18,2201 E BEN WHITE BLVD SVRD EB,F,78744,3114898,10051619
2,AGG ASSAULT,Agg Assault,20-Mar-18,7209 THANNAS WAY,F,78744,3110171,10037821
3,BURGLARY OF VEHICLE,Theft,19-Apr-18,1300 CROSSING PL,H,78741,3123924,10059981
2,BURGLARY OF RESIDENCE,Burglary,17-Jun-18,6536 TARA DR,F,78747,3116164,10032304
5,BURGLARY OF VEHICLE,Theft,15-Mar-18,1336 LAMAR SQUARE DR,D,78704,3107551,10065437
1,THEFT,Theft,30-Apr-18,6414 NORTH HAMPTON DR,I,78723,3133192,10088022
3,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,25-Mar-18,1705 FRONTIER VALLEY DR,H,78741,3129781,10055371
2,BURGLARY OF VEHICLE,Theft,18-Jun-18,8904 IPSWICH BAY DR,F,78747,3113093,10028185
10,THEFT,Theft,14-Mar-18,2201 LAKE AUSTIN BLVD,B,78703,3105368,10073806
5,BURGLARY NON RESIDENCE,Burglary,30-Apr-18,2125 W BEN WHITE BLVD SVRD EB,D,78745,3099174,10056909
9,THEFT FROM PERSON,Theft,3-Apr-18,TRINITY ST / E 6TH ST,G,78701,3115415,10070416
3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,28-Mar-18,502 SPRINGDALE RD,C,78702,3126941,10066029
3,RAPE,Rape,2-Mar-18,,H,78741,,
4,BURGLARY OF RESIDENCE,Burglary,29-Apr-18,8930 GALEWOOD DR,E,78758,3121931,10106738
10,THEFT OF BICYCLE,Theft,6-Jun-18,6524 EAST HILL DR,B,78731,3110351,10099263
9,THEFT,Theft,30-Mar-18,715 E 8TH ST,G,78701,3116884,10070627
2,AUTO THEFT,Auto Theft,7-May-18,8905 NORWICH CASTLE DR,F,78747,3115463,10027733
6,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,24-Feb-18,,A,78727,,
5,BURGLARY OF RESIDENCE,Burglary,6-May-18,3006 RAE DELL AVE,D,78704,3100718,10062457
5,BURGLARY OF VEHICLE,Theft,3-Apr-18,10701 S IH 35 SVRD NB,F,78747,3099484,10025738
7,BURGLARY OF VEHICLE,Theft,1-Jun-18,3201 ESPERANZA XING,A,78758,3119265,10118563
3,BURGLARY OF VEHICLE,Theft,10-May-18,5210 S IH 35 SVRD SB,D,78745,3109002,10047320
7,THEFT,Theft,18-Jun-18,10050 GREAT HILLS TRL,A,78759,3113681,10116645
8,BURGLARY OF VEHICLE,Theft,20-May-18,2901 S CAPITAL OF TEXAS HWY NB,D,78746,3094135,10066586
1,THEFT,Theft,3-May-18,12706 HARRIS BRANCH PKWY,C,78653,3155481,10111785
9,THEFT BY SHOPLIFTING,Theft,16-May-18,525 N LAMAR BLVD,G,78703,3110740,10071581
4,THEFT BY SHOPLIFTING,Theft,14-May-18,1034 NORWOOD PARK BLVD,I,78753,3129626,10096549
3,THEFT,Theft,7-Jun-18,111 RAMBLE LN,D,78745,3105128,10049027
9,THEFT OF BICYCLE,Theft,28-Feb-18,1100 GUADALUPE ST,G,78701,3113659,10072895
1,THEFT,Theft,17-Apr-18,1164 HOLMES CT,C,78702,3124185,10072817
4,BURGLARY OF RESIDENCE,Burglary,9-May-18,904 N MEADOWS DR,E,78758,3129113,10110269
8,THEFT BY SHOPLIFTING,Theft,28-Feb-18,6400 BRODIE LN,D,78749,3087690,10052522
5,BURGLARY OF VEHICLE,Theft,15-Jun-18,4024 S LAMAR BLVD SB,D,78704,3098632,10058831
6,BURGLARY OF VEHICLE,Theft,29-Apr-18,12314 DOUBLE TREE LN,A,78750,3094072,10139133
6,THEFT BY SHOPLIFTING,Theft,6-Mar-18,11200 LAKELINE MALL DR,A,78613,3092523,10143915
7,THEFT,Theft,5-Apr-18,13609 N IH 35 SVRD NB,E,78753,3135873,10127479
8,THEFT,Theft,27-Mar-18,5300 S MOPAC EXPY SVRD SB,D,78749,3088235,10057796
5,BURGLARY OF VEHICLE,Theft,19-May-18,9811 S IH 35 SVRD NB,F,78744,3100629,10030282
8,BURGLARY OF VEHICLE,Theft,20-Jun-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
2,BURGLARY OF VEHICLE,Theft,15-Jun-18,10245 CRESCENDO LN,F,78747,3108624,10023615
3,THEFT BY SHOPLIFTING,Theft,20-May-18,710 E BEN WHITE BLVD WB,D,78704,3110268,10052995
3,THEFT,Theft,9-Jun-18,710 E BEN WHITE BLVD SVRD WB,D,78704,3111061,10053193
9,BURGLARY OF VEHICLE,Theft,4-Mar-18,309 E 3RD ST,G,78701,3115015,10069368
4,THEFT,Theft,13-Apr-18,1032 WISTERIA TRL,E,78753,3130286,10099424
9,THEFT BY SHOPLIFTING,Theft,30-Mar-18,1201 BARBARA JORDAN BLVD,B,78723,3124601,10084923
9,THEFT OF BICYCLE,Theft,27-Mar-18,2215 POST RD,H,78704,3111779,10060497
6,AGG ROBBERY/DEADLY WEAPON,Robbery,6-Jun-18,12621 HYMEADOW DR,A,78729,3097641,10139458
8,BURGLARY OF VEHICLE,Theft,21-Mar-18,4424 GAINES RANCH LOOP,D,78735,3091113,10060982
9,BURGLARY OF VEHICLE,Theft,23-May-18,4600 MUELLER BLVD,B,78723,3125013,10082433
7,THEFT,Theft,6-Mar-18,4605 BROWN BARK PL,A,78727,3117286,10125781
4,THEFT,Theft,1-Apr-18,5526 N IH 35 SVRD NB,I,78723,3124972,10087930
7,BURGLARY NON RESIDENCE,Burglary,18-Jun-18,12101 N LAMAR BLVD,E,78753,3133120,10117697
7,BURGLARY OF VEHICLE,Theft,9-Mar-18,2207 PASADENA DR,I,78757,3116444,10100202
9,BURGLARY OF VEHICLE,Theft,16-May-18,1824 S IH 35 SVRD SB,H,78704,3115896,10060537
3,THEFT BY SHOPLIFTING,Theft,5-Jun-18,2508 E RIVERSIDE DR,H,78741,3120958,10059176
9,THEFT,Theft,20-Jun-18,200 LAVACA ST,G,78701,3113125,10069731
10,BURGLARY OF VEHICLE,Theft,7-May-18,4605 EDGEMONT DR,B,78731,3107052,10092081
7,BURGLARY NON RESIDENCE,Burglary,22-Apr-18,7544 N LAMAR BLVD,I,78757,3122285,10098561
5,THEFT,Theft,22-Feb-18,10301 OLD SAN ANTONIO RD,F,78748,3098710,10028200
4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,10-Mar-18,GEORGIAN DR / W POWELL LN,E,78753,3126131,10099946
1,THEFT OF TRAILER,Theft,30-May-18,1803 ADRIANE DR,C,78721,3130502,10076866
3,THEFT BY SHOPLIFTING,Theft,25-May-18,2508 E RIVERSIDE DR,H,78741,3120958,10059176
1,BURGLARY OF VEHICLE,Theft,23-Feb-18,12435 DESSAU RD,E,78754,3144155,10115385
3,AGG ASSAULT,Agg Assault,16-Mar-18,2425 E RIVERSIDE DR,H,78741,3120233,10058980
2,BURGLARY OF VEHICLE,Theft,24-Apr-18,409 E WILLIAM CANNON DR,F,78745,3104622,10042668
4,THEFT,Theft,14-Mar-18,1660 E 51ST ST,I,78723,3127855,10084304
2,THEFT FROM AUTO,Theft,15-Jun-18,7501 E BEN WHITE BLVD SVRD EB,H,78744,3130365,10052330
3,BURGLARY OF VEHICLE,Theft,6-May-18,1907 WILLOW CREEK DR,H,78741,3119169,10058138
6,THEFT,Theft,12-Mar-18,10900 LAKELINE MALL DR,A,78717,3095631,10145975
9,THEFT,Theft,18-May-18,4110 GUADALUPE ST,B,78751,3116330,10085201
6,THEFT BY SHOPLIFTING,Theft,7-Jun-18,8656 SPICEWOOD SPRINGS RD,A,78759,3104030,10130681
1,THEFT,Theft,7-Jun-18,AIRPORT BLVD / E 12TH ST,C,78721,3127641,10074266
3,THEFT,Theft,1-Jun-18,2705 S CONGRESS AVE,D,78704,3110520,10058773
3,AUTO THEFT,Auto Theft,7-Jun-18,1002 SOUTH CENTER ST,D,78704,3105162,10057459
1,BURGLARY OF VEHICLE,Theft,11-Mar-18,900 COMAL ST,G,78702,3119857,10070093
4,THEFT OF TRAILER,Theft,19-Apr-18,310 DELMAR AVE,I,78752,3125289,10096566
7,THEFT,Theft,18-Jun-18,1434 W WELLS BRANCH PKWY,E,78660,3137594,10134827
7,THEFT BY SHOPLIFTING,Theft,6-May-18,500 CANYON RIDGE DR,E,78753,3135499,10121165
1,BURGLARY OF VEHICLE,Theft,4-May-18,6407 SPRINGDALE RD,C,78723,3137135,10085248
8,BURGLARY NON RESIDENCE,Burglary,17-Jun-18,8314 W SH 71,D,78735,3068468,10062305
3,THEFT,Theft,20-Jun-18,2400 S CONGRESS AVE,D,78704,3110844,10059841
8,THEFT BY SHOPLIFTING,Theft,22-May-18,2901 S CAPITAL OF TEXAS HWY NB,D,78746,3094135,10066586
,BURGLARY NON RESIDENCE,Burglary,4-May-18,4970 W US 290 HWY SVRD WB,D,,,
7,THEFT,Theft,3-Jun-18,11701 N MOPAC EXPY SVRD NB,A,78758,3119288,10120852
3,BURGLARY OF VEHICLE,Theft,29-Mar-18,1600 WICKERSHAM LN,H,78741,3122229,10059265
1,THEFT,Theft,5-May-18,3811 E 12TH ST,C,78721,3130796,10074307
7,BREACH OF COMPUTER SECURITY,Theft,27-Mar-18,3201 CENTURY PARK BLVD,A,78727,3126988,10131668
3,THEFT,Theft,21-May-18,710 E BEN WHITE BLVD EB,D,78745,3110517,10052730
2,THEFT,Theft,9-May-18,5722 ENCINAL CV,F,78744,3112238,10043110
9,THEFT BY SHOPLIFTING,Theft,20-Mar-18,525 N LAMAR BLVD,G,78703,3110740,10071581
3,AUTO THEFT,Auto Theft,26-Mar-18,1201 BASTROP HWY NB,H,78742,3133788,10056369
3,THEFT,Theft,13-Jun-18,710 E BEN WHITE BLVD SVRD WB,D,78704,3111061,10053193
9,DEADLY CONDUCT,Agg Assault,19-Jun-18,701 NELRAY BLVD,I,78751,3118754,10090530
2,BURGLARY OF VEHICLE,Theft,26-Mar-18,1704 NELMS DR,F,78744,3107921,10043296
7,BURG NON RESIDENCE SHEDS,Burglary,5-May-18,12138 N LAMAR BLVD,E,78758,3133053,10118644
5,THEFT OF METAL,Theft,26-Mar-18,2401 MOUNTAIN VIEW DR,D,78704,3099600,10063664
3,THEFT,Theft,26-Mar-18,1511 FARO DR,H,78741,3123815,10058962
3,THEFT,Theft,24-Mar-18,710 E BEN WHITE BLVD SVRD WB,D,78704,3111061,10053193
9,THEFT FROM AUTO,Theft,22-Mar-18,901 W 9TH ST,G,78703,3111272,10072673
2,BURGLARY NON RESIDENCE,Burglary,21-May-18,6801 S IH 35 SVRD NB,F,78744,3106121,10041327
10,AGG ASSAULT,Agg Assault,20-Apr-18,8500 BLOCK N MOPAC EXPY NB,B,78759,3114529,10110189
7,THEFT,Theft,14-Jun-18,7844 BURNET RD,B,78757,3117089,10102823
4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,21-Jun-18,1501 REAGAN HILL DR,I,78752,3130394,10092312
3,AGG ROBBERY/DEADLY WEAPON,Robbery,22-Jun-18,863 AIRPORT BLVD,C,78721,3130031,10067920
3,BURGLARY OF RESIDENCE,Burglary,20-Jun-18,2005 WILLOW CREEK DR,H,78741,3119100,10057764
7,THEFT,Theft,22-Jun-18,10107 RESEARCH BLVD SVRD NB,A,78759,3112263,10116438
9,THEFT,Theft,26-Jun-18,311 BOWIE ST,G,78703,3111087,10071101
9,BURGLARY OF VEHICLE,Theft,27-Aug-18,908 NUECES ST,G,78701,3112842,10072580
3,BURGLARY OF VEHICLE,Theft,29-Nov-18,4506 S IH 35 SVRD SB,D,78745,3110613,10049731
4,THEFT BY SHOPLIFTING,Theft,4-Dec-18,8601 RESEARCH BLVD SVRD NB,E,78758,3121691,10105147
4,THEFT OF BICYCLE,Theft,10-Aug-18,400 KENNISTON DR,I,78752,3122783,10094989
4,AUTO THEFT,Auto Theft,28-Nov-18,10010 N LAMAR BLVD,E,78758,3128950,10108110
2,THEFT,Theft,16-Dec-18,7421 JANES RANCH RD,F,78744,3118839,10031883
4,AUTO THEFT,Auto Theft,5-Dec-18,9300 NORTHGATE BLVD,E,78758,3122003,10108886
1,THEFT,Theft,11-Dec-18,11512 TRINITY HILL DR,E,78753,3136285,10111948
10,THEFT BY SHOPLIFTING,Theft,11-Oct-18,9722 GREAT HILLS TRL,A,78759,3110334,10116809
2,THEFT,Theft,13-Nov-18,7003 ALEGRE PASS,F,78744,3106817,10039504
7,CONT SEX ABUSE OF CHILD,Rape,24-Jul-18,,A,78758,,
9,THEFT,Theft,6-Dec-18,919 E 32ND ST,B,78705,3119190,10079092
10,BURGLARY OF VEHICLE,Theft,21-Jun-18,2300 QUARRY RD,B,78703,3105906,10077201
1,THEFT,Theft,1-Dec-18,4717 TURNER LN,C,78723,3138206,10087126
3,AUTO THEFT,Auto Theft,8-Oct-18,2605 S IH 35 SVRD NB,H,78741,3114708,10056919
8,BURGLARY OF VEHICLE,Theft,18-Jul-18,9101 LA CRESADA DR,D,78749,3074748,10046352
6,ROBBERY BY ASSAULT,Robbery,4-Dec-18,11111 LAKELINE BLVD,A,78717,3095521,10147120
1,BURG NON RESIDENCE SHEDS,Burglary,20-Aug-18,4603 SHERWYN DR,C,78725,3139883,10076142
9,BURGLARY OF VEHICLE,Theft,25-Jun-18,702 W 25TH ST,B,78705,3113387,10078558
10,BURGLARY OF RESIDENCE,Burglary,2-Dec-18,7505 STONECLIFF DR,B,78731,3109331,10104418
7,THEFT,Theft,5-Nov-18,10401 RESEARCH BLVD SVRD NB,A,78759,3112309,10117279
4,THEFT OF LICENSE PLATE,Theft,12-Dec-18,9005 VIKING DR,E,78758,3125029,10105581
4,RAPE OF A CHILD,Rape,4-Sep-18,,I,78723,,
9,THEFT OF BICYCLE,Theft,19-Sep-18,505 W 22ND ST,B,78705,3113974,10076884
7,BURGLARY OF VEHICLE,Theft,26-Jun-18,2406 SHOALMONT DR,B,78756,3112996,10093331
8,THEFT BY SHOPLIFTING,Theft,17-Nov-18,5017 W US 290 HWY SVRD EB,D,78749,3089371,10057773
7,BURGLARY NON RESIDENCE,Burglary,24-Dec-18,2600 BUELL AVE,B,78757,3117234,10105877
7,BURGLARY OF VEHICLE,Theft,17-Dec-18,3000 KRAMER LN,A,78758,3119393,10117651
9,THEFT,Theft,1-Sep-18,E 41ST ST / N IH 35 SVRD SB,B,78751,3121850,10081694
4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,10-Sep-18,9125 NORTH PLZ,E,78753,3131662,10102587
10,FORCED SODOMY,Rape,15-Sep-18,,A,78750,,
6,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,28-Dec-18,,A,78750,,
7,THEFT BY SHOPLIFTING,Theft,18-Jul-18,2438 W ANDERSON LN,B,78757,3117181,10103209
9,THEFT,Theft,8-Dec-18,2208 S 5TH ST,D,78704,3107755,10062304
2,BURGLARY OF VEHICLE,Theft,17-Dec-18,1321 CENTRAL PARK CT,D,78745,3099871,10050085
3,THEFT BY SHOPLIFTING,Theft,17-Dec-18,2701 E 7TH ST,C,78702,3124305,10067892
9,THEFT OF BICYCLE,Theft,14-Dec-18,1201 BARBARA JORDAN BLVD,B,78723,3124601,10084923
7,BURGLARY OF VEHICLE,Theft,25-Jun-18,1100 W ANDERSON LN,I,78757,3122000,10100732
2,THEFT,Theft,19-Dec-18,6505 BURLESON RD,F,78744,3123881,10047653
3,THEFT,Theft,28-Jul-18,2121 E OLTORF ST,H,78741,3117862,10057044
,THEFT,Theft,11-Jul-18,3008 ORTMAN DR,E,78660,3151884,10117827
4,AUTO THEFT,Auto Theft,9-Aug-18,1304 MC KIE DR,I,78752,3129927,10093882
9,AGG ROBBERY/DEADLY WEAPON,Robbery,22-Jun-18,2704 RIO GRANDE ST,B,78705,3113552,10079792
10,BURGLARY OF VEHICLE,Theft,17-Aug-18,10614 RESEARCH BLVD SVRD SB,A,78759,3112007,10117913
1,THEFT,Theft,17-Aug-18,6510 BERKMAN DR,I,78723,3130558,10089699
2,BREACH OF COMPUTER SECURITY,Theft,9-Nov-18,739 W WILLIAM CANNON DR,F,78745,3100039,10044720
1,BURGLARY NON RESIDENCE,Burglary,10-Sep-18,2108 ROUNTREE DR,C,78722,3125374,10076857
7,BURGLARY OF VEHICLE,Theft,22-Jun-18,12118 WALNUT PARK XING,E,78753,3134045,10116652
4,THEFT BY SHOPLIFTING,Theft,6-Jun-18,8601 RESEARCH BLVD SVRD NB,E,78758,3121691,10105147
6,THEFT,Theft,21-Jun-18,8600 BALCONES CLUB DR,A,78750,3100580,10131962
10,BURGLARY OF VEHICLE,Theft,22-Jul-18,5300 N CAPITAL OF TEXAS HWY NB,B,78746,3096753,10100484
7,BURGLARY OF VEHICLE,Theft,6-Oct-18,12007 N LAMAR BLVD,E,78753,3132727,10116304
9,THEFT,Theft,31-Oct-18,1201 BARBARA JORDAN BLVD,B,78723,3124601,10084923
4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,20-Jul-18,1304 DOBIE DR,E,78753,3134526,10103571
2,THEFT,Theft,11-Nov-18,6608 QUINTON DR,F,78747,3115362,10029016
3,BURGLARY OF VEHICLE,Theft,11-Nov-18,2914 WICKERSHAM LN,H,78741,3119690,10053468
7,BURGLARY OF VEHICLE,Theft,5-Jul-18,9012 RESEARCH BLVD SB,I,78757,3118829,10108186
5,BURGLARY OF VEHICLE,Theft,15-Jun-18,3217 JOHN CAMPBELLS TRL,D,78735,3093505,10058428
8,THEFT OF BICYCLE,Theft,1-Jul-18,2131 WILLIAM BARTON DR,D,78746,3105587,10069241
10,THEFT BY SHOPLIFTING,Theft,18-Jun-18,715 EXPOSITION BLVD,B,78703,3103763,10076215
2,BURGLARY OF VEHICLE,Theft,9-Dec-18,901 LITTLE TEXAS LN,F,78745,3106583,10045152
3,BURGLARY OF VEHICLE,Theft,9-Dec-18,511 WOODWARD ST,D,78704,3110977,10055549
7,THEFT BY SHOPLIFTING,Theft,29-Jul-18,13609 N IH 35 SVRD NB,E,78753,3135873,10127479
7,AUTO THEFT,Auto Theft,17-Jul-18,11228 DOMAIN DR,A,78758,3118564,10118496
9,THEFT,Theft,12-Oct-18,108 W 33RD ST,B,78705,3116183,10081780
4,THEFT OF BICYCLE,Theft,4-Jul-18,1044 CAMINO LA COSTA,I,78752,3127415,10091791
8,BURGLARY OF VEHICLE,Theft,15-Sep-18,5604 SOUTHWEST PKWY,D,78735,3082154,10062686
9,THEFT,Theft,21-Jul-18,422 E 6TH ST,G,78701,3115730,10070453
7,THEFT BY SHOPLIFTING,Theft,15-Aug-18,11410 CENTURY OAKS TER,A,78758,3118245,10119454
9,BURGLARY OF VEHICLE,Theft,17-Sep-18,4600 MUELLER BLVD,B,78723,3125013,10082433
1,BURGLARY NON RESIDENCE,Burglary,4-Oct-18,10707 N IH 35 SVRD NB,E,78753,3133581,10108889
4,THEFT,Theft,13-Jul-18,505 E 54TH ST,I,78751,3121921,10088763
7,BURGLARY OF VEHICLE,Theft,24-Oct-18,3201 CENTURY PARK BLVD,A,78727,3126988,10131668
5,AGG ASSAULT,Agg Assault,4-Oct-18,409 S LAMAR BLVD NB,D,78704,3109558,10068319
9,THEFT BY SHOPLIFTING,Theft,16-Oct-18,1201 BARBARA JORDAN BLVD,B,78723,3124601,10084923
10,THEFT,Theft,16-Oct-18,4411 SPICEWOOD SPRINGS RD,B,78731,3108358,10108761
6,BURGLARY OF VEHICLE,Theft,12-Sep-18,13945 N US 183 HWY SVRD NB,A,78717,3095702,10144170
4,THEFT,Theft,2-Jul-18,10210 N IH 35 SVRD SB,E,78753,3132217,10107215
8,BURGLARY OF VEHICLE,Theft,22-Aug-18,2131 ANDREW ZILKER RD,D,78746,3105625,10069693
7,BURGLARY OF VEHICLE,Theft,7-Jul-18,1711 RICHCREEK RD,I,78757,3118516,10099549
9,AGG ASSAULT,Agg Assault,23-Jul-18,BRAZOS ST / E 6TH ST,G,78701,3114741,10070624
