council_district,highest_offense_desc,highest_offense,date,location,district,zip,x_coord,y_coord
4,THEFT OF BICYCLE,Theft,22-Jan-18,306 JOHN NANCE GARNER CIR,E,78753,3127376,10100248
3,THEFT OF AUTO PARTS,Theft,26-Jan-18,5000 S IH 35 SVRD SB,D,78745,3109688,10047871
6,THEFT OF AUTO PARTS,Theft,1-Feb-18,12800 TURTLE ROCK RD,A,78729,3102889,10137248
2,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,13-Feb-18,,F,78745,,
9,BURG NON RESIDENCE SHEDS,Burglary,28-Jan-18,115 SANDRA MURAIDA WAY,G,78703,3110432,10070585
3,THEFT,Theft,3-Jan-18,6013 CARNATION TER,H,78741,3127141,10057804
2,BURGLARY OF VEHICLE,Theft,1-Feb-18,739 W WILLIAM CANNON DR,F,78745,3100039,10044720
7,THEFT,Theft,7-Feb-18,3302 SPANIEL DR,A,78759,3122544,10125289
5,BURGLARY OF VEHICLE,Theft,25-Jan-18,1904 FORD ST,D,78704,3105210,10065347
6,THEFT BY SHOPLIFTING,Theft,22-Jan-18,10930 LAKELINE MALL DR,A,78717,3095204,10145154
7,BURGLARY OF VEHICLE,Theft,5-Feb-18,2500 GREAT OAKS PKWY,B,78756,3112947,10089331
3,THEFT OF LICENSE PLATE,Theft,1-Feb-18,4206 S 1ST ST,D,78745,3105686,10054558
8,THEFT,Theft,3-Jan-18,7225 VIA DONO DR,D,78749,3068813,10051128
9,BURGLARY OF VEHICLE,Theft,1-Jan-18,1700 ELMHURST DR,H,78741,3117968,10061287
5,BURGLARY OF RESIDENCE,Burglary,3-Feb-18,10101 S 1ST ST,F,78748,3097265,10030093
4,AGG ROBBERY/DEADLY WEAPON,Robbery,26-Jan-18,9717 N LAMAR BLVD,E,78753,3128703,10106657
10,AUTO THEFT,Auto Theft,27-Jan-18,3607 GREYSTONE DR,B,78731,3110316,10103500
9,THEFT OF LICENSE PLATE,Theft,9-Feb-18,DUNCAN LN / KIM LN,B,78705,3120019,10079523
4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,10-Feb-18,400 W ANDERSON LN SVRD WB,E,78753,3124657,10099308
4,AGG ASSAULT,Agg Assault,24-Jan-18,8500 N IH 35 SB,E,78753,3128793,10100194
8,AUTO THEFT,Auto Theft,9-Jan-18,2300 STRATFORD DR,D,78746,3105032,10071695
4,BURGLARY OF VEHICLE,Theft,20-Feb-18,5608 AVENUE F,I,78751,3121367,10090313
3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,31-Jan-18,6114 MARIGOLD TER,H,78741,3127597,10057588
6,BURGLARY OF VEHICLE,Theft,6-Feb-18,12700 RIDGELINE BLVD,A,78613,3091366,10142609
9,THEFT,Theft,6-Feb-18,211 E 3RD ST,G,78701,3114651,10069460
1,THEFT,Theft,5-Feb-18,6106 WHELESS CV,I,78723,3133660,10086421
7,THEFT,Theft,7-Feb-18,4616 W HOWARD LN,A,78728,3123357,10135401
7,THEFT BY SHOPLIFTING,Theft,8-Feb-18,11010 DOMAIN DR,A,78758,3118288,10117675
6,BURGLARY OF VEHICLE,Theft,29-Jan-18,15111 AVERY RANCH BLVD,A,78717,3103012,10154462
1,AGG ASSAULT,Agg Assault,1-Feb-18,1054 SPRINGDALE RD,C,78721,3129983,10072500
9,THEFT OF BICYCLE,Theft,25-Jan-18,520 SUNNY LN,H,78704,3114817,10064783
9,THEFT OF BICYCLE,Theft,17-Feb-18,2505 LONGVIEW ST,B,78705,3111781,10078698
4,AGG ROBBERY/DEADLY WEAPON,Robbery,20-Feb-18,202 NORTHCREST CIR,I,78752,3125260,10097935
2,THEFT,Theft,29-Jan-18,4321 EMMA BROWNING AVE,AP,78719,3140133,10041627
9,THEFT OF BICYCLE,Theft,7-Jan-18,1811 GUADALUPE ST,B,78701,3114622,10075571
2,BURGLARY OF VEHICLE,Theft,18-Feb-18,1701 E ST ELMO RD,F,78744,3111836,10050304
8,THEFT,Theft,2-Jan-18,5017 W US 290 HWY SVRD EB,D,78749,3089371,10057773
2,THEFT,Theft,29-Jan-18,318 W WILLIAM CANNON DR,F,78745,3101749,10044096
7,BURGLARY OF VEHICLE,Theft,9-Feb-18,10401 RESEARCH BLVD SVRD NB,A,78759,3112309,10117279
9,THEFT BY SHOPLIFTING,Theft,31-Jan-18,2408 SAN GABRIEL ST,B,78705,3112500,10078233
5,THEFT,Theft,2-Jan-18,9300 S IH 35 SVRD SB,F,78748,3100423,10033116
7,BURGLARY OF RESIDENCE,Burglary,5-Feb-18,1500 E PARMER LN,E,78753,3142154,10115695
10,THEFT,Theft,10-Feb-18,2821 JEFFERSON ST,B,78703,3110113,10082853
9,THEFT,Theft,3-Jan-18,W 5TH ST / N LAMAR BLVD,B,78703,3110570,10071475
6,BURGLARY NON RESIDENCE,Burglary,19-Feb-18,12400 MELLOW MEADOW DR,A,78750,3095313,10138954
3,BURGLARY OF VEHICLE,Theft,31-Jan-18,2209 E RIVERSIDE DR,H,78741,3119598,10060417
9,BURGLARY OF RESIDENCE,Burglary,3-Jan-18,4610 KOCUREK ST,B,78723,3127690,10082364
2,AUTO THEFT,Auto Theft,12-Jan-18,5700 BURLESON RD,F,78744,3121073,10049445
1,ROBBERY BY ASSAULT,Robbery,30-Jan-18,6200 BLOCK BERKMAN DR,I,78723,3130090,10088549
2,THEFT,Theft,13-Feb-18,13320 VIZQUEL LOOP,H,78617,3155661,10037626
10,BURGLARY OF VEHICLE,Theft,4-Jan-18,6001 SHEPHERD MOUNTAIN CV,B,78730,3096889,10102861
10,BURGLARY NON RESIDENCE,Burglary,2-Jan-18,8143 MESA DR,B,78759,3109538,10109175
5,THEFT,Theft,9-Feb-18,815 W SLAUGHTER LN,F,78748,3095023,10035975
6,THEFT,Theft,3-Feb-18,11200 LAKELINE MALL DR,A,78613,3092523,10143915
10,BURGLARY OF VEHICLE,Theft,17-Feb-18,3006 BOWMAN AVE,B,78703,3105238,10082021
7,THEFT BY SHOPLIFTING,Theft,9-Feb-18,1434 W WELLS BRANCH PKWY,E,78660,3137594,10134827
8,BURGLARY OF VEHICLE,Theft,5-Jan-18,1304 FOXCROFT PL,D,78746,3097491,10069245
9,THEFT OF AUTO PARTS,Theft,5-Jan-18,1300 E RIVERSIDE DR,H,78741,3117278,10063704
7,BURGLARY NON RESIDENCE,Burglary,3-Jan-18,1106 W ST JOHNS AVE,I,78757,3120213,10097367
8,BURGLARY OF VEHICLE,Theft,8-Jan-18,8008 PAMPLONA VISTA CV,D,78739,3059119,10043317
9,AGG ROBBERY/DEADLY WEAPON,Robbery,8-Jan-18,4525 GUADALUPE ST,B,78751,3117293,10086616
4,THEFT,Theft,12-Jan-18,6300 E US 290 HWY SVRD WB,I,78752,3127149,10091066
1,DEADLY CONDUCT,Agg Assault,5-Feb-18,1050 SPRINGDALE RD,C,78721,3130114,10072139
3,THEFT BY SHOPLIFTING,Theft,14-Feb-18,2508 E RIVERSIDE DR,H,78741,3120958,10059176
3,BURGLARY NON RESIDENCE,Burglary,9-Feb-18,4243 S CONGRESS AVE,D,78745,3107532,10052959
5,THEFT BY SHOPLIFTING,Theft,3-Jan-18,9500 S IH 35 SVRD SB,F,78748,3099306,10032153
4,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,7-Feb-18,,E,78758,,
5,THEFT,Theft,11-Feb-18,9801 MANCHACA RD,F,78748,3089810,10036073
4,THEFT BY SHOPLIFTING,Theft,7-Feb-18,10111 N LAMAR BLVD,E,78753,3129379,10108475
2,BURGLARY OF VEHICLE,Theft,19-Feb-18,2302 E WILLIAM CANNON DR,F,78744,3110156,10041054
7,THEFT,Theft,5-Jan-18,11011 DOMAIN DR,A,78758,3118479,10117590
7,AUTO THEFT,Auto Theft,19-Feb-18,3201 ESPERANZA XING,A,78758,3119265,10118563
1,THEFT FROM PERSON,Theft,5-Feb-18,1605 E PARMER LN,E,78753,3142351,10114938
8,THEFT FROM BUILDING,Theft,9-Jan-18,7415 SOUTHWEST PKWY,D,78735,3074818,10065451
3,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,19-Feb-18,2511 GLEN SPRINGS WAY,H,78741,3115832,10056847
8,BURGLARY OF VEHICLE,Theft,8-Jan-18,7702 KIVA DR,D,78749,3077946,10051383
1,THEFT,Theft,9-Jan-18,7815 HIDDEN VIEW CIR,C,78724,3146684,10078399
7,THEFT,Theft,14-Jan-18,2400 GREENLAWN PKWY,B,78757,3115828,10100001
2,AGG ROBBERY/DEADLY WEAPON,Robbery,16-Jan-18,6700 SHADY CEDAR DR,F,78744,3113604,10037645
1,AUTO THEFT,Auto Theft,12-Feb-18,6575 DECKER LN,C,78724,3150289,10079608
7,THEFT BY SHOPLIFTING,Theft,9-Jan-18,10107 RESEARCH BLVD NB,A,78759,3112274,10116346
6,BURGLARY OF VEHICLE,Theft,18-Feb-18,12103 TANGLEBRIAR TRL,A,78750,3089451,10139578
4,AGG ASSAULT,Agg Assault,21-Feb-18,6301 N LAMAR BLVD,I,78752,3120116,10093884
4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,20-Feb-18,1044 NORWOOD PARK BLVD,I,78753,3129896,10096032
9,THEFT,Theft,12-Feb-18,E 4TH ST / CONGRESS AVE,G,78701,3114109,10070073
3,BURGLARY OF VEHICLE,Theft,22-Jan-18,1900 BURTON DR,H,78741,3118146,10058687
5,THEFT BY SHOPLIFTING,Theft,19-Feb-18,9300 S IH 35 SVRD SB,F,78748,3100423,10033116
2,THEFT OF TRAILER,Theft,20-Feb-18,4401 FREIDRICH LN,F,78744,3112578,10049203
4,BURGLARY OF RESIDENCE,Burglary,7-Jan-18,5908 DUNBURY DR,I,78723,3129289,10088049
2,BURGLARY OF VEHICLE,Theft,12-Feb-18,2302 E WILLIAM CANNON DR,F,78744,3110156,10041054
10,AUTO THEFT,Auto Theft,12-Jan-18,8100 N MOPAC EXPY SVRD SB,B,78759,3113241,10106376
3,BURGLARY NON RESIDENCE,Burglary,12-Jan-18,3820 S CONGRESS AVE,D,78704,3108312,10055076
4,BURGLARY NON RESIDENCE,Burglary,2-Jan-18,8101 N LAMAR BLVD NB,E,78753,3123909,10100579
6,THEFT,Theft,12-Feb-18,10900 LAKELINE MALL DR,A,78717,3095631,10145975
9,BURGLARY OF VEHICLE,Theft,11-Feb-18,2604 MANOR RD,C,78722,3122929,10077218
,THEFT,Theft,12-Feb-18,6214 S FM 973 RD,H,78617,3141136,10034591
8,BURGLARY OF VEHICLE,Theft,18-Feb-18,5347 MAGDELENA DR,D,78735,3085657,10066184
3,AGG ROBBERY/DEADLY WEAPON,Robbery,10-Jan-18,BURTON DR / WOODLAND AVE,H,78741,3119102,10059185
3,AUTO THEFT,Auto Theft,17-Feb-18,2715 HALCYON DR,C,78702,3125255,10069940
9,BURGLARY OF VEHICLE,Theft,8-Jan-18,2308 TOM MILLER ST,B,78723,3125656,10079343
8,BURGLARY OF VEHICLE,Theft,19-Jan-18,7005 WHEELER BRANCH TRL,D,78749,3079412,10053989
9,THEFT BY SHOPLIFTING,Theft,6-Jan-18,106 E OLTORF ST,H,78704,3111335,10059992
9,AGG ASSAULT,Agg Assault,10-Jan-18,1600 E RIVERSIDE DR,H,78741,3118213,10062790
3,BURGLARY OF VEHICLE,Theft,12-Feb-18,2205 E RIVERSIDE DR,H,78741,3119495,10060353
5,THEFT,Theft,11-Feb-18,815 W SLAUGHTER LN,F,78748,3095023,10035975
4,THEFT BY SHOPLIFTING,Theft,10-Jan-18,5621 N IH 35 SVRD NB,I,78723,3125467,10088596
3,THEFT OF TRAILER,Theft,19-Jan-18,304 E BEN WHITE BLVD WB,D,78704,3108944,10053694
9,THEFT OF BICYCLE,Theft,14-Jan-18,98 SAN JACINTO BLVD,G,78701,3114512,10068668
1,BURGLARY OF RESIDENCE,Burglary,4-Jan-18,7005 TIMAROU TER,C,78754,3154952,10100476
4,BURGLARY OF VEHICLE,Theft,20-Feb-18,204 W POWELL LN,E,78753,3125823,10100257
10,THEFT,Theft,8-Jan-18,12538 RESEARCH BLVD SVRD SB,A,78759,3107165,10129353
4,THEFT FROM PERSON,Theft,5-Feb-18,8018 GEORGIAN DR,E,78753,3125846,10099348
6,THEFT,Theft,18-Jan-18,10904 CENTENNIAL TRL,A,78726,3088502,10134897
9,BURGLARY OF VEHICLE,Theft,14-Jan-18,4510 W GUADALUPE ST,B,78751,3117011,10087162
10,THEFT,Theft,30-Jan-18,2202 ENFIELD RD,B,78703,3106751,10077669
3,THEFT,Theft,4-Feb-18,2237 E RIVERSIDE DR,H,78741,3119795,10060019
3,AUTO THEFT,Auto Theft,15-Jan-18,4405 E RIVERSIDE DR,H,78741,3120615,10058135
2,THEFT BY SHOPLIFTING,Theft,19-Jan-18,6505 BURLESON RD,F,78744,3123881,10047653
9,THEFT,Theft,18-Jan-18,1814 GUADALUPE ST,B,78701,3114476,10075614
3,THEFT BY SHOPLIFTING,Theft,26-Jan-18,863 AIRPORT BLVD,C,78721,3130031,10067920
6,THEFT,Theft,3-Feb-18,11616 FAST HORSE DR,A,78759,3113763,10123749
3,THEFT,Theft,19-Jan-18,509 E BEN WHITE BLVD SVRD EB,D,78745,3110048,10052665
4,BURGLARY OF RESIDENCE,Burglary,18-Jan-18,9133 NORTHGATE BLVD,E,78758,3121931,10108440
6,THEFT OF BICYCLE,Theft,15-Jan-18,13201 N FM 620 RD NB,A,78729,3096967,10143063
2,BURGLARY OF VEHICLE,Theft,20-Jan-18,7012 BARNSDALE WAY,F,78745,3099196,10043536
1,ROBBERY BY THREAT,Robbery,30-Jan-18,11212 N IH 35 SVRD SB,E,78753,3134096,10110659
6,AUTO THEFT,Auto Theft,3-Feb-18,13355 N US 183 HWY NB,A,78729,3099043,10134588
4,AUTO THEFT,Auto Theft,3-Feb-18,600 BARWOOD PARK,E,78753,3128170,10100704
9,BURGLARY OF VEHICLE,Theft,26-Jan-18,1708 HARTFORD RD,B,78703,3108554,10077501
3,THEFT,Theft,29-Jan-18,2308 E RIVERSIDE DR,H,78741,3120083,10059968
1,BURGLARY OF VEHICLE,Theft,27-Jan-18,8038 EXCHANGE DR,E,78754,3138588,10094921
2,THEFT FROM AUTO,Theft,10-Jan-18,6803 LUNAR DR,F,78745,3102168,10043359
2,THEFT,Theft,11-Jan-18,3600 PRESIDENTIAL BLVD,AP,78719,3138850,10047302
6,THEFT,Theft,21-Jan-18,13087 N US 183 HWY SVRD NB,A,78729,3101300,10133232
6,BURGLARY OF VEHICLE,Theft,15-Jan-18,8109 ELKHORN MOUNTAIN TRL,A,78729,3104470,10134403
9,BURGLARY OF VEHICLE,Theft,22-Jan-18,404 E 30TH ST,B,78705,3116674,10079674
7,THEFT,Theft,23-Jan-18,12900 N IH 35 SVRD SB,E,78753,3134231,10124160
3,BURGLARY NON RESIDENCE,Burglary,24-Jan-18,1012 CLERMONT AVE,G,78702,3116555,10066056
5,BURGLARY OF VEHICLE,Theft,21-Jan-18,11001 S 1ST ST,F,78748,3096108,10025678
9,BURGLARY OF VEHICLE,Theft,18-Jan-18,1730 E OLTORF ST,H,78741,3116318,10058015
6,THEFT FROM AUTO,Theft,19-Jan-18,13200 POND SPRINGS RD,A,78729,3101462,10134826
6,BURGLARY OF VEHICLE,Theft,16-Jan-18,13201 N FM 620 RD NB,A,78729,3096967,10143063
9,AGG ROBBERY/DEADLY WEAPON,Robbery,26-Jan-18,3851 AIRPORT BLVD,B,78723,3125539,10078863
10,THEFT OF AUTO PARTS,Theft,27-Jan-18,6701 LAKEWOOD DR,B,78731,3099472,10106007
9,BURGLARY OF VEHICLE,Theft,28-Jan-18,1603 S CONGRESS AVE,H,78704,3112219,10063200
5,BURGLARY OF VEHICLE,Theft,12-Jan-18,11001 S 1ST ST,F,78748,3096108,10025678
6,THEFT,Theft,14-Feb-18,11910 CACTUS BND,A,78727,3112928,10127187
8,THEFT,Theft,24-Jan-18,5305 HONEY DEW TER,D,78749,3080784,10056493
3,BURGLARY OF VEHICLE,Theft,28-Jan-18,2501 WICKERSHAM LN,H,78741,3120206,10054679
4,THEFT,Theft,4-Feb-18,1420 E ANDERSON LN SVRD WB,I,78753,3131120,10094997
4,AGG ROBBERY/DEADLY WEAPON,Robbery,31-Jan-18,614 E ST JOHNS AVE,I,78752,3125491,10094907
2,ROBBERY BY THREAT,Robbery,6-Feb-18,801 E WILLIAM CANNON DR,F,78745,3105654,10042375
10,BURGLARY OF VEHICLE,Theft,31-Jan-18,3755 N CAPITAL OF TEXAS HWY NB,B,78746,3093979,10095048
1,THEFT,Theft,6-Feb-18,11008 RODERICK LAWSON LN,C,78754,3153651,10100130
1,BURGLARY OF VEHICLE,Theft,18-Jan-18,2931 E 12TH ST,C,78702,3126177,10073903
1,AGG ROBBERY/DEADLY WEAPON,Robbery,3-Feb-18,6307 CAMERON RD,I,78723,3128892,10090071
3,AUTO THEFT,Auto Theft,11-Feb-18,500 E STASSNEY LN,D,78745,3106182,10046764
4,THEFT,Theft,12-Feb-18,9535 QUAIL VILLAGE LN,E,78758,3127460,10107204
9,THEFT BY SHOPLIFTING,Theft,11-Feb-18,525 N LAMAR BLVD,G,78703,3110740,10071581
3,BURGLARY NON RESIDENCE,Burglary,13-Feb-18,1201 LADY BIRD LN,H,78741,3120847,10061654
1,BURGLARY OF RESIDENCE,Burglary,25-Jan-18,6600 ED BLUESTEIN BLVD NB,C,78724,3139693,10086046
6,BURGLARY OF VEHICLE,Theft,23-Jan-18,11610 SHOSHONE DR,A,78759,3115199,10123310
4,THEFT FROM AUTO,Theft,2-Jan-18,6121 N IH 35 SVRD NB,I,78752,3125778,10091257
10,BURGLARY OF VEHICLE,Theft,20-Feb-18,9442 N CAPITAL OF TEXAS HWY SB,A,78759,3111697,10114998
10,THEFT,Theft,26-Jan-18,11724 RESEARCH BLVD SB,A,78759,3111428,10125718
4,AGG ASSAULT,Agg Assault,1-Feb-18,9844 QUAIL BLVD,E,78758,3126613,10108839
7,THEFT BY SHOPLIFTING,Theft,2-Feb-18,5716 BURNET RD,B,78756,3114464,10094334
9,RAPE OF A CHILD,Rape,23-Jan-18,,G,78701,,
7,BURGLARY OF VEHICLE,Theft,7-Feb-18,12330 N IH 35 SVRD SB,E,78753,3134503,10119629
5,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2-Feb-18,8585 STEAMLINE CIR,F,78745,3092206,10040923
7,THEFT,Theft,23-Jan-18,13945 N IH 35 SVRD NB,E,78660,3135843,10129961
9,THEFT,Theft,11-Feb-18,912 RED RIVER ST,G,78701,3116407,10071523
10,BURGLARY OF VEHICLE,Theft,8-Jan-18,7300 COLINA VISTA LOOP,A,78750,3086089,10115483
9,THEFT BY SHOPLIFTING,Theft,26-Jan-18,1801 E 51ST ST,B,78723,3127952,10083340
5,THEFT,Theft,4-Jan-18,2100 COURTNEY ST,F,78745,3093806,10045616
10,BURGLARY OF VEHICLE,Theft,4-Jan-18,10614 RESEARCH BLVD SVRD SB,A,78759,3112007,10117913
7,THEFT BY SHOPLIFTING,Theft,4-Jan-18,10515 N MOPAC EXPY SVRD NB,A,78758,3116529,10116684
8,THEFT,Theft,7-Feb-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
5,THEFT,Theft,3-Jan-18,1824 W SLAUGHTER LN,F,78748,3090035,10036032
9,THEFT OF BICYCLE,Theft,6-Feb-18,505 W 22ND ST,B,78705,3113974,10076884
7,AUTO THEFT,Auto Theft,20-Feb-18,3001 PALM WAY,A,78758,3120527,10119857
9,BURGLARY OF VEHICLE,Theft,13-Feb-18,1100 KINGSBURY ST,B,78703,3111496,10075457
7,THEFT OF BICYCLE,Theft,7-Jan-18,11920 DOMAIN DR,A,78758,3119992,10121085
10,THEFT,Theft,7-Jan-18,1201 W 38TH ST,B,78705,3113183,10084130
1,BURGLARY OF RESIDENCE,Burglary,20-Jan-18,5805 BROOK VALLEY DR,C,78724,3142183,10085412
7,BURGLARY NON RESIDENCE,Burglary,5-Feb-18,5630 N LAMAR BLVD,I,78756,3118857,10091865
7,BREACH OF COMPUTER SECURITY,Theft,26-Jan-18,12501 TECH RIDGE BLVD,E,78753,3138829,10118547
6,DEADLY CONDUCT,Agg Assault,9-Feb-18,10500 LAKELINE MALL DR,A,78717,3097733,10146399
3,THEFT BY SHOPLIFTING,Theft,11-Feb-18,601 N IH 35 SVRD NB,G,78702,3117100,10069985
1,THEFT,Theft,13-Feb-18,7113 ED BLUESTEIN BLVD NB,C,78724,3139205,10088318
3,THEFT,Theft,10-Jan-18,5020 E 7TH ST,C,78702,3128659,10065914
3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,31-Jan-18,1500 FARO DR,H,78741,3123697,10058703
4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,6-Jan-18,10807 TOPPERWEIN DR,E,78758,3125045,10113749
9,BURGLARY OF VEHICLE,Theft,18-Feb-18,4700 W GUADALUPE ST,B,78751,3117047,10088191
9,BURGLARY OF VEHICLE,Theft,9-Feb-18,2616 SALADO ST,B,78705,3113295,10079592
4,THEFT OF BICYCLE,Theft,8-Feb-18,1030 NORWOOD PARK BLVD,I,78753,3129996,10096983
1,THEFT OF LICENSE PLATE,Theft,8-Jan-18,3910 E 16TH ST,C,78721,3130771,10076129
5,BURGLARY OF RESIDENCE,Burglary,9-Jan-18,2303 WESTERN TRAILS BLVD,D,78745,3098339,10056611
1,BURGLARY NON RESIDENCE,Burglary,14-Feb-18,6201 E US 290 HWY SVRD EB,I,78723,3126486,10090455
9,THEFT BY SHOPLIFTING,Theft,5-Jan-18,525 N LAMAR BLVD,G,78703,3110740,10071581
10,BURGLARY OF VEHICLE,Theft,26-Jan-18,10301 FM 2222 RD,A,78730,3082798,10114943
9,BURGLARY OF VEHICLE,Theft,13-Feb-18,1001 S 1ST ST,D,78704,3111230,10065403
7,THEFT OF BICYCLE,Theft,17-Feb-18,7685 NORTHCROSS DR,B,78757,3115824,10102130
3,BURGLARY OF VEHICLE,Theft,6-Jan-18,1901 E CESAR CHAVEZ ST,C,78702,3120181,10066851
2,BURGLARY OF VEHICLE,Theft,31-Jan-18,744 W WILLIAM CANNON DR,F,78745,3100231,10045069
2,AGG ASSAULT ON PUBLIC SERVANT,Agg Assault,19-Feb-18,7400 S PLEASANT VALLEY RD,F,78744,3111872,10035426
6,BURGLARY OF VEHICLE,Theft,25-Jan-18,13681 N US 183 HWY SVRD NB,A,78729,3097557,10138884
1,THEFT BY SHOPLIFTING,Theft,1-Feb-18,1167 WEBBERVILLE RD,C,78721,3132255,10074592
3,THEFT,Theft,3-Jan-18,2510 ELMONT DR,H,78741,3121531,10060661
5,BURGLARY OF VEHICLE,Theft,15-Feb-18,2201 W BEN WHITE BLVD EB,D,78745,3099267,10057024
3,BURGLARY OF VEHICLE,Theft,18-Feb-18,2101 JESSE E SEGOVIA ST,C,78702,3120143,10064188
1,BURGLARY OF VEHICLE,Theft,19-Feb-18,2500 ROSEWOOD AVE,C,78702,3125368,10072665
9,THEFT,Theft,11-Feb-18,3405 GROOMS ST,B,78705,3117089,10081651
2,THEFT OF METAL,Theft,5-Jan-18,7625 E BEN WHITE BLVD SVRD EB,H,78744,3131137,10052681
7,BURGLARY OF VEHICLE,Theft,7-Feb-18,12900 N IH 35 SVRD SB,E,78753,3134231,10124160
2,BURGLARY OF VEHICLE,Theft,16-Feb-18,6606 WILLOW WAY,F,78744,3109856,10040376
3,BURGLARY OF VEHICLE,Theft,17-Jan-18,2336 DOUGLAS ST,H,78741,3117763,10056344
5,BURGLARY NON RESIDENCE,Burglary,20-Feb-18,10025 MANCHACA RD,F,78748,3089453,10034727
3,BURGLARY OF VEHICLE,Theft,18-Jan-18,2501 WICKERSHAM LN,H,78741,3120206,10054679
4,THEFT,Theft,13-Feb-18,1101 RUTLAND DR,E,78758,3126218,10107144
10,THEFT,Theft,4-Jan-18,1307 NORWALK LN,B,78703,3104862,10077886
3,BURGLARY OF VEHICLE,Theft,22-Feb-18,629 W BEN WHITE BLVD SVRD EB,D,78745,3105655,10055220
1,THEFT,Theft,21-Feb-18,7901 CAMERON RD,I,78754,3132015,10095128
2,BURGLARY OF RESIDENCE,Burglary,1-Feb-18,412 E WILLIAM CANNON DR,F,78745,3104793,10043078
3,BURGLARY OF VEHICLE,Theft,12-Jan-18,7610 JOHN GLENN WAY,H,78741,3131745,10054282
1,THEFT,Theft,22-Feb-18,4311 SPRINGDALE RD,C,78723,3133367,10077872
9,BURGLARY OF RESIDENCE,Burglary,3-Jan-18,2408 LEON ST,B,78705,3111992,10078329
2,BURGLARY NON RESIDENCE,Burglary,22-Jan-18,801 E WILLIAM CANNON DR,F,78745,3105654,10042375
8,THEFT BY SHOPLIFTING,Theft,24-Jan-18,6400 BRODIE LN,D,78749,3087690,10052522
7,THEFT OF TRAILER,Theft,31-Jan-18,10515 N MOPAC EXPY SVRD NB,A,78758,3116529,10116684
9,AUTO THEFT,Auto Theft,16-Feb-18,W 11TH ST / RIO GRANDE ST,G,78701,3112675,10073088
3,THEFT BY SHOPLIFTING,Theft,14-Feb-18,710 E BEN WHITE BLVD SVRD WB,D,78704,3111061,10053193
8,SEXUAL ASSAULT W/ OBJECT,Rape,3-Jan-18,,D,78746,,
7,BURGLARY NON RESIDENCE,Burglary,13-Feb-18,11915 STONEHOLLOW DR,A,78758,3125009,10119205
3,THEFT OF BICYCLE,Theft,20-Feb-18,1414 SHORE DISTRICT DR,H,78741,3119033,10061999
10,BURGLARY OF VEHICLE,Theft,9-Feb-18,5758 BALCONES DR,B,78731,3109459,10096609
6,BURG NON RESIDENCE SHEDS,Burglary,9-Feb-18,5310 DUVAL RD,A,78727,3112636,10125615
9,ROBBERY BY ASSAULT,Robbery,13-Jan-18,700 SAN JACINTO BLVD,G,78701,3115130,10070956
6,THEFT BY SHOPLIFTING,Theft,9-Feb-18,13201 N FM 620 RD NB,A,78729,3096967,10143063
6,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,11-Feb-18,12315 TURTLE ROCK RD,A,78729,3102234,10135139
10,BURGLARY OF VEHICLE,Theft,11-Jan-18,6000 SHEPHERD MOUNTAIN CV,B,78730,3096668,10103153
9,THEFT,Theft,19-Jan-18,601 BARTON SPRINGS RD,D,78704,3111924,10067112
3,THEFT,Theft,6-Feb-18,841 AIRPORT BLVD,C,78721,3130273,10067304
5,THEFT BY SHOPLIFTING,Theft,17-Jan-18,2110 W SLAUGHTER LN,F,78748,3088927,10036469
9,THEFT OF BICYCLE,Theft,10-Jan-18,702 W 25TH ST,B,78705,3113387,10078558
4,BURGLARY OF VEHICLE,Theft,30-Jan-18,914 BIRD CREEK DR,E,78758,3127895,10108699
7,BURGLARY NON RESIDENCE,Burglary,16-Apr-18,5700 GROVER AVE,I,78756,3117290,10093049
5,BURGLARY NON RESIDENCE,Burglary,13-Apr-18,2330 S LAMAR BLVD,D,78704,3103891,10063032
7,THEFT,Theft,11-Jun-18,3200 PALM WAY,A,78758,3119483,10119990
4,THEFT BY SHOPLIFTING,Theft,13-Jun-18,1420 E ANDERSON LN SVRD WB,I,78753,3131120,10094997
